0.25	0.004943663733539177	0.03493833318111297
0.5	-0.011718175330279999	-0.03325495707272741
0.75	0.035257303416458545	0.0022736776370966445
1	0.02509563783899327	-0.024910454919669627
1.25	0.009291747120879459	0.0342259080083696
1.5	0.013692222740641836	-0.032618210119690454
1.75	-0.03522378029516353	-0.003055992042415992
2	-0.01650633490541813	0.031557679687850865
2.25	0.02229835532856657	0.027658818132892588
2.5	0.018408659822658113	-0.030566896904570484
2.75	0.020400936843139858	0.02953113072739223
3	-0.033802836664546074	-0.011563207209388344
3.25	-0.035571322615056154	-0.004958745652491402
3.5	0.03419315226622631	-0.008808914682131944
