0.25	0.15840599101841882	-0.007447568887019863
0.5	-0.12609409228331706	-0.09144828009511803
0.75	0.07933957844076167	-0.13295813199392809
1	-0.1455016449322577	-0.04632075677953555
1.25	0.14637578109073343	0.037236443303157285
1.5	-0.08742236366116705	0.1166443555341139
1.75	-0.021011846885271936	0.1420207752773979
2	0.12336458131690548	0.07006755191066559
2.25	-0.11869383892669053	0.07308683010921568
2.5	0.09485766133340796	0.0975903510224862
2.75	-0.07171222386039837	0.11660855688931052
3	0.09553788378593239	0.09074260273691205
3.25	0.012233572715479462	-0.13134293595675456
3.5	-0.08364856986156335	-0.09940748707472662
