0.2	0.0006000321807366634	0.0002804189067126793
0.3	0.0006392193843289145	0.0002786226133522355
0.4	0.0005867261516573861	0.00024951828347640815
0.5	0.0006315138032968374	0.00024733293064747056
0.6	0.0007162739996925369	0.00020068896624891148
0.7	0.0006613789728322185	0.000106535400297633
0.8	0.0008254004681894766	0.0002603483129180336
0.9	0.0006702808014538744	0.0003002986524331606
1.0	0.0007175952531969234	0.00030827848988835573
1.1	0.0006268688669484486	0.00022718362037876572
1.2	0.0005827594075186722	0.00020051604844205817
1.3	0.0007139311646639542	0.00021651144056340514
1.4	0.0006037571250607553	0.00029428304941663626
1.5	0.0006973603846122751	0.0002651876603293063
1.6	0.0006083969807193406	0.00026887304170021727
1.7	0.0006519491461040338	0.00033134089961643805
1.8	0.000666763275714426	0.00020709646877729607
1.9	0.0007183590565561667	0.00027694700709335665
2	0.0006675485276093364	0.0003313846184666423
2.1	0.0006290021995317893	0.0002994242036771431
